StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q6_1,Q6_2,Q7,Q8,Q9_1,Q9_2,Q10,Q11,Q12_1,Q13,Q14,Q15_1,Q16,Q17,Q18_1,Q19,Q20,Q21,Q22_1,Q22_2,Q23,Q24,Q25_1,Q25_2,Q26,Q27,Q28_1,Q28_2,Q29,Q30,Q32,Q33,Q34,Q35
2019-06-19 20:49:32,2019-06-19 20:52:24,IP Address,67.134.206.42,100,172,True,2019-06-19 20:52:25,R_2gmaflsUlGbbIdP,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",I feel that the topic of race and oppression to be too big for a 6 minute conversation- i would have appreciated much more time to discuss the issue with colleagues from far more diverse districts than mine.,,"Moderately
Satisfied",,,,,,"Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,Neutral,Neutral,too long,,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:49:30,2019-06-19 20:52:25,IP Address,65.112.8.132,100,174,True,2019-06-19 20:52:25,R_3kKSCub4vvkuy6Y,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","review the prority question and equity ",,"Completely
Satisfied",,,,,,"Completely
Satisfied","Love working with different teams ",,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,Did not like  using the texting poll,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:44:26,2019-06-19 20:52:26,IP Address,67.134.206.41,100,479,True,2019-06-19 20:52:26,R_24NkVURrYcGjGGW,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied",,,,,,"Completely
Satisfied","The Tuning Protocol was amazing.  The Collaboration with the other team (the work, sharing, feedback,etc)was so exciting and informative.",,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Opportunity to share.,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat Agree,,Somewhat Agree,During the tuning protocol
2019-06-19 20:48:45,2019-06-19 20:52:29,IP Address,67.134.206.46,100,223,True,2019-06-19 20:52:29,R_1n26MaXqIZbPWHX,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","Helped me understand how to see equity in the datawise process. ","More talk about equity. ","Completely
Satisfied","We received some great feedback. ","More time. ","Completely
Satisfied","We had the time to apply our feedback right away. ","more time to complete the slide of our presentation. ",,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","Got to be in the teacher's shoes (dance floor) ",,"Completely
Satisfied","Completely
Satisfied","Activity was fun and exciting. ",More time around the feedback we gave and talking about the matrix for feedback.,Somewhat Agree,"Equity should be mentioned in the MOOC and on Day 1. ",Strongly Agree,
2019-06-19 20:48:54,2019-06-19 20:52:29,IP Address,67.134.206.43,100,215,True,2019-06-19 20:52:29,R_Xw7GwuAEDoWuEKJ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Teaching Fellow,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Excellent!,,,,,,"Completely
Satisfied","Completely
Satisfied",Opportunity to consider multiple applications for objectivity/specificity matrix,,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:49:16,2019-06-19 20:52:32,IP Address,67.134.206.37,100,195,True,2019-06-19 20:52:32,R_2RVBw1QIbfHEZmP,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",reviewed norms and data,n.a,"Completely
Satisfied","the listening aspect ",n/a,"Completely
Satisfied","checking in about our norms ",,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,,Strongly Agree,
2019-06-19 20:49:54,2019-06-19 20:52:40,IP Address,67.134.206.43,100,165,True,2019-06-19 20:52:40,R_2CIHJNvEM8H2dLO,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","Committing to a norm made me more self-aware

The conversation around equity was needed",,"Completely
Satisfied",I learned a lot more than I had expected from this and it caused me to look deeper into our data.,,"Completely
Satisfied",The placement of this after the tuning protocol was well planned.,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,Too much open discussion. I would have liked to hear more from Liz.,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:48:16,2019-06-19 20:52:39,IP Address,67.134.206.41,100,262,True,2019-06-19 20:52:41,R_1C7OepJMZ9kqOco,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,Yes,"Completely
Satisfied","Completely
Satisfied",Danielle was a great help.,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",Loved this.  Look forward to utilizing it with our staff when we get back home.,,"Moderately
Satisfied",,,,,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,More movement right after lunch.,"Completely
Satisfied","Completely
Satisfied",Made me reflect on my own observation processes.,,Neutral,I need more time to process how it was involved in today's sessions.,Neutral,
2019-06-19 20:50:11,2019-06-19 20:52:47,IP Address,107.77.223.85,100,156,True,2019-06-19 20:52:48,R_2pQwu3TsZiMY2em,,,,,40.76519775390625,-73.95880126953125,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",Hearing feedback from other teams was SO valuable! I really appreciate being able to hear from other teams.,,,,,"Completely
Satisfied",Productive and useful.,,High School Case,,,,,Neutral,Neutral,I thought it was a good beginning and waiting to see where it goes tomorrow.,More specific directions.,"Completely
Satisfied","Completely
Satisfied","Highly engaging. ",,Strongly Agree,,Strongly Agree,
2019-06-19 20:50:04,2019-06-19 20:52:53,IP Address,65.112.8.141,100,169,True,2019-06-19 20:52:54,R_1im1yaMcV6yCrPX,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","I really enjoyed this protocol.  Definitely one we will take back.  ",,,,,"Completely
Satisfied","First time this week we din't feel too rushed.  ",,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Best session of the week so far.  Loved getting to actually apply the knowledge.  ",,,,,,"Completely
Satisfied","Completely
Satisfied",Liz is great!,,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:47:06,2019-06-19 20:52:54,IP Address,67.134.204.33,100,348,True,2019-06-19 20:52:55,R_10N5CIuJvI2awUY,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Teaching Fellow,School Team,Yes,"Completely
Satisfied","Completely
Satisfied",Being available for people who wanted to really learn,Communicate more so more people could understand what it is about,"Completely
Satisfied","Completely
Satisfied","Amazing improvement from other years, Kathy simply amazing!",,"Completely
Satisfied","People appreciated the feedback time, it is good not to have it just in the end and prepares people what to expect for Friday",,"Completely
Satisfied","We were able to speak the ""truth"" and move on with the work!!",,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","Simple and objective handouts, very good instructors!",,"Completely
Satisfied","Completely
Satisfied",The simple way she conducts the hardest step of DW captivates me!,,Somewhat Agree,Reinforce of Step 5 lesson the equity reflection as reminder slide,Strongly Agree,
2019-06-19 20:50:16,2019-06-19 20:53:06,IP Address,67.134.206.42,100,170,True,2019-06-19 20:53:07,R_3R3KQeCyhp4MPTM,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Teaching Fellow,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","Powerful focus on equity, especially the affective issues.",,"Completely
Satisfied",Good for teams to get feedback from one another.,,"Moderately
Satisfied","Revisiting norms worked well at this time. ",,,,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",Pace was jus right. Lots of time to process.,,,,,,"Completely
Satisfied","Completely
Satisfied",Very powerful. Liked the focus on the task.,,Somewhat Agree,,Strongly Agree,
2019-06-19 20:51:23,2019-06-19 20:53:23,IP Address,65.112.8.141,100,119,True,2019-06-19 20:53:23,R_3j03kbh8y6e8oqi,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied",,,,,,"Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,I would be interested in having access to an asset mapping protocol.,Strongly Agree,
2019-06-19 20:49:56,2019-06-19 20:53:23,IP Address,67.134.206.39,100,206,True,2019-06-19 20:53:23,R_1l4s8rY6JG0uZ1u,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied"," GIVING AND RECEIVING FEEDBACK HELPED BOTH TEAMS BETTER UNDERSTAND THE PROCESS AND THE IMPORTANCE OF PROVIDING ENOUGH INFORMATION TO THE TEAM ",,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",Excellent. Helped put a lot of what we have been learning about together,,Somewhat Agree,,Strongly Agree,
2019-06-19 20:48:44,2019-06-19 20:53:28,IP Address,67.134.206.39,100,283,True,2019-06-19 20:53:28,R_vowPUOBrs6upkC5,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied",,The deeper work on the equity protocol was impactful; made us think about how to embed some of it within our scaling plan.,,"Completely
Satisfied","The structured, objective way of receiving feedback.  We can take and use in our setting to support our work in developing a collaborative culture.  It was helpful to receive feedback from a District with demographics similar to ours.",,,,,"Completely
Satisfied",Rolling Agenda is allowing us to get so much done!  We are getting better at adhering to our norms.,,High School Case,,,,,"Completely
Satisfied","Moderately
Satisfied",,"Maybe have this work in the morning, when brains are fresher.","Completely
Satisfied",,"Having us engage in examples and ""do the work"".",Have session prior to team time.,Strongly Agree,,Strongly Agree,
2019-06-19 20:43:11,2019-06-19 20:53:30,IP Address,67.134.206.39,100,618,True,2019-06-19 20:53:31,R_1eXkzjTCqMsXB2O,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",I appreciated Kathy's honest connection to the equity work.,Would have liked clear like of strategies or tips for bringing up the dialogue about racial equity and/or other oppressed groups.,"Completely
Satisfied",Great way to check our pulse and get feedback on our thought process. The protocol was really helpful.,"Our facilitator could have done a better job making us stick to the protocol. ","Completely
Satisfied","Revisiting the norms was really helpful for our team. We held each other accountable and were able to get a lot of work done on our data overview presentation as a result. ",n/a,,,,Elementary Case,"Moderately
Satisfied",,Great practice for developing problems of practice.,Need more practice!,,,,,"Completely
Satisfied","Completely
Satisfied","This session was fun and engaging. It helped me make connections and pull together everything we've been learning about. ",N/a,Somewhat Agree,Would like specific strategies for bringing up these conversations.,Strongly Agree,N/a
2019-06-19 20:49:45,2019-06-19 20:53:32,IP Address,67.134.206.36,100,227,True,2019-06-19 20:53:33,R_WCfxEVvhMP2B6lr,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,Neutral,Neutral,,,"Completely
Satisfied","The session allowed us to see how clearly our data showed our story. ",Some tuning was needed to the tuning protocol. We shared those thoughts with Bernice regarding our thoughts. The opportunity for conversation was much more helpful than just listening and reflecting.,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",Helpful to practice the observation.,Giving room and time to right example statements on the matrix.,Neutral,,Neutral,
2019-06-19 20:49:36,2019-06-19 20:53:33,IP Address,67.134.206.37,100,236,True,2019-06-19 20:53:33,R_1IFwtqJNoT2AhX0,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,Yes,,Neutral,"We got to ask our own questions and the group of fellows was very helpful ",,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","We got to meet new teams and give us a lot of feedback ","The time was way too tight. Two teams would have been a LOT better. ","Completely
Satisfied",,,,,,High School Case,,,,,"Completely
Satisfied","Moderately
Dissatisfied",It was nice to see real student samples,"They didn't give us nearly enough time to discuss anything. They talked way too much. ","Completely
Satisfied","Completely
Satisfied",,"Loved it, wouldn't change a thing! ",Strongly Agree,,Strongly Agree,
2019-06-19 20:49:07,2019-06-19 20:53:43,IP Address,67.134.206.47,100,276,True,2019-06-19 20:53:43,R_O6H7Pyb9HVjKstb,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",Interactive sessions worked best.,"The information is amazing, but I need more time to process.","Moderately
Satisfied",,,"Completely
Satisfied",Collaboration and engagement.,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,More opportunity to practice with school data,,,,,"Moderately
Satisfied","Moderately
Satisfied",Movement,Afternoons are hard...maybe shorter sessions,Strongly Agree,,Strongly Agree,
2019-06-19 20:49:51,2019-06-19 20:53:49,IP Address,67.134.206.36,100,237,True,2019-06-19 20:53:50,R_1MWnjRDKcotBdDi,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",It was good to have a reminder and resurface equity discussion,,"Completely
Satisfied",,,"Completely
Satisfied",The tuning protocol was particularly helpful. I think it will really help us define our work,Maybe do the tuning protocol more than once with an additional school,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The example was very clear and allowed participants to be able to have a discussion easily.,,,,,,"Completely
Satisfied","Completely
Satisfied",This will be a great tool to use with my teachers to refine our feedback and be able to make feedback non judgmental and also specific and useful,,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:49:24,2019-06-19 20:53:56,IP Address,65.112.8.139,100,271,True,2019-06-19 20:53:56,R_2X1h1b3VeckVSSh,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","This was a good circle back to explain the significance of the equity and ""why"" of this work.",,"Completely
Satisfied",Our teaching fellow facilitated this very well with our group. It was helpful and non-threatening.,,,,,"Completely
Satisfied",This was the first day it felt like our team is really getting some traction on our plan.,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",I was able to concretely see for the first time how the steps come together and how I would apply them with a teacher group.,,"Completely
Satisfied","Completely
Satisfied","For a lecture session, there was enough interaction and movement to sustain engagement.",I really would like more information about introducing and explaining the instructional core to teachers. I also would have liked more time discussing task.,Strongly Agree,,Strongly Agree,
2019-06-19 20:48:30,2019-06-19 20:53:59,IP Address,67.134.206.39,100,329,True,2019-06-19 20:54:00,R_1j9t43xaMUeTj2C,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","Take suggestions from yesterday and integrate into the delivery of the instruction. ",NA,"Completely
Satisfied","Got chance to practice the protocol; 
Got chance to share practices with other system teams; 
Got chance to further discuss ideas with the green team;
Balance of time with the green team, another team, and big team!",NA,,,,"Completely
Satisfied","
Got chance to further discuss ideas with the green team;
Balance of time with the green team, another team, and big team!",NA,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Going through the steps together,NA,,,,,"Completely
Satisfied","Completely
Satisfied","Bring the enthusiasm to the room!
Case study and PollEverywhere practice/brainstorm!",NA,Strongly Agree,NA,Strongly Agree,NA
2019-06-19 20:51:15,2019-06-19 20:54:02,IP Address,65.112.8.129,100,167,True,2019-06-19 20:54:03,R_3nSD9NNItaA4gVW,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Teaching Fellow,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","Thank you for demonstrating vulnerability today, Kathy!",,"Completely
Satisfied",,,,,,"Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Moderately
Satisfied",Having real student work to review.,"More time to work through the steps. Consider how to get to the good stuff faster. ","Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,,Strongly Agree,
2019-06-19 20:48:33,2019-06-19 20:54:10,IP Address,67.134.206.36,100,337,True,2019-06-19 20:54:11,R_234AU0x2bNEUK7i,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Responding to feedback and revisiting equity as being of central importance,Share additional faculty/fellow stories re: Why? and focus on equity,"Moderately
Satisfied",Paired with another large district (Queens South and Philadelphia) that shares similar challenges.,More time,,,,"Completely
Satisfied",,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Completely
Satisfied","'- Fun activity at the start to get participants up and moving.
- Video and practice identifying observations on Objectivity/Specificity matrix.",,Neutral,,Neutral,Make it a continual part of discussion; explicitly identify in each step w/ multiple examples throughout the entire session-- do not confine to one slide inserted in the presentation.
2019-06-19 20:47:23,2019-06-19 20:54:13,IP Address,67.134.206.34,100,410,True,2019-06-19 20:54:14,R_3ZPoKhTSK4Gxfzj,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied","I think the truth under the discussion was satisfying and raw.  I appreciate the transparency.  ",n/a,"Completely
Satisfied","Being able to work with our group mates and understand the pros and cons of our data.  I liked that we had the table discussions.  ",n/a,"Completely
Satisfied","Discussion with my team.  We followed the norms.  ","More time. ",,,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied","I liked the use of data and how helpful it was to look at a different school and how they implemented it.  ","More examples. ","Moderately
Satisfied","Completely
Satisfied","I liked the game and gave me idea that I could use this in my class.  ",,Strongly Agree,,Strongly Agree,
2019-06-19 20:49:07,2019-06-19 20:54:17,IP Address,67.134.206.42,100,310,True,2019-06-19 20:54:18,R_ZHIkTqr7RRfZQqt,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Teaching Fellow,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,"Completely
Satisfied",The two team structure as well as having two teams work together that are in the same district.,,,,,High School Case,,,,,"Completely
Satisfied","Moderately
Satisfied",Only focused on Step 4 (chunking the steps),,"Completely
Satisfied","Completely
Satisfied",The practice of learning how to write and identify specific and descriptive feedback.,More of a connection between what evidence is being written down and connection to the LCP (maybe a model of evidence that is useful to better move toward the Problem of Practice),Strongly Agree,,Somewhat Agree,
2019-06-19 20:49:21,2019-06-19 20:54:20,IP Address,65.112.8.133,100,298,True,2019-06-19 20:54:20,R_3r3b2XsQAAkgCeI,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Teaching Fellow,School Team,Yes,"Completely
Satisfied","Completely
Satisfied",one on one support to individuals and teams,,"Completely
Satisfied","Completely
Satisfied",Kathy sharing her own story and connections to equity and her hesitance/worries about speaking about equity directly was powerful,,,"TF facilitating helped keep teams on topic/time
","90 minutes was written into the top of the agenda, but it was only scheduled for 60 minutes (and the time for the following team session was also off)","Completely
Satisfied","Agenda was detailed and allowed for flexibility in teams working ",,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","fist to five protocol
back and forth facilitation
practicing looking at student data
",,,,,,"Completely
Satisfied","Completely
Satisfied","examples, videos, connecting to instructional core, time to practice, poll everywhere",more standing up/movement for end of day,Strongly Agree,,Strongly Agree,
2019-06-19 20:49:35,2019-06-19 20:54:35,IP Address,67.134.206.41,100,299,True,2019-06-19 20:54:37,R_wSI3PdU3KaOsIUx,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Having the discussions that were difficult to have about race and equity.,,,Listening to other teams present their information. Practicing what we would present and get and give feedback.,,"Completely
Satisfied",everything,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",Rock paper scissors break,,Somewhat Agree,,Strongly Agree,
2019-06-19 20:49:29,2019-06-19 20:54:52,IP Address,67.134.206.43,100,322,True,2019-06-19 20:54:52,R_2s4rENWIvw9LhoW,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",The vulnerability that the teachers expressed was great.,nothing.,"Completely
Satisfied","This was the best session by far.
It was great to receive feedback from another working team.","Absolutely Nothing!
Need more of this.",,,,"Completely
Satisfied",the time to work together,more time,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",The room,"Need much more time to complete activities.
should have given homework to prep for the time allotted.
Please do repeat the directions multiple times...took time up

And I don't feel that our group was able to stay low on the ladder.","Completely
Satisfied","Completely
Satisfied","the inter-activeness of the session.
the relevance of the material",nothing,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:43:13,2019-06-19 20:54:57,IP Address,67.134.206.45,100,703,True,2019-06-19 20:54:57,R_21slYm7IE2QuxfG,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,System Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied","Revisit the DW norm, and remind which one to focus on today.",,"Completely
Satisfied","The conference work amongst my own team, and objective feedback from other teams.",none.,,,,"Completely
Satisfied",More collaborative and productive as we went through the steps of the DWI.,none.,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",We were given enough time to work in groups and engaged in real-practice situation (simulation practice).,More clear instructions,"Completely
Satisfied","Completely
Satisfied",Engaged in the observation activities,none.,Neutral,,Somewhat Agree,
2019-06-19 20:50:14,2019-06-19 20:55:20,IP Address,67.134.206.34,100,305,True,2019-06-19 20:55:20,R_BXFTksyc4dFd9fj,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",The information was very practical. What stood out to me was being mindful of how I let my personal connections cause me to not be as equitable as I can be when looking at data.,,"Completely
Satisfied",I liked hearing from the other group and listening to the other group. We had a lot of similarities.,,"Moderately
Satisfied",I liked how Jamaal offered ways to help our group stay focused on the norms where all voices are heard,Some of my teammates were confused,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",This was identical to my school helpful when approaching this process.,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,,Strongly Agree,
2019-06-19 20:51:47,2019-06-19 20:55:29,IP Address,67.134.206.38,100,221,True,2019-06-19 20:55:29,R_uyV3xi8CQUBJbdD,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Moderately
Satisfied","Completely
Satisfied",Spiral back to norms and recap,NA,Neutral,Protocol guided the question very productively,"The other school consistently defended their work and provided explanations that did not appear to be from an inquiry stance, without intervention from the TF","Completely
Satisfied","We have now moved into a smooth process with the rolling agenda
",NA,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Practice with the scenario and decision making protocol,Some additional time with developing learner centered problem.,,,,,"Completely
Satisfied","Completely
Satisfied",Connections to what was learned this week.,NA,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:49:32,2019-06-19 20:55:29,IP Address,65.112.8.130,100,357,True,2019-06-19 20:55:31,R_2fdEW2v7DfwKoHX,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","Being open and honest about how uncomfortable it could but how important it is to build the trust to allow these conversations.  Kathy's honesty in her own experience was a great model for how we can and should be honest. ",,"Moderately
Satisfied","Teams worked well together and achieved goals.  ","Our TF for this session did not help us stick to protocol as much as would have been helpful as the facilitator. ","Completely
Satisfied","Stuck to protocol and got a lot of work accomplished towards completing our Data Meeting Overview. ",,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Seeing examples of the whole process and what it can look like without expecting perfection.  ",,,,,,"Completely
Satisfied","Completely
Satisfied","Energetic, informative, and contained various learning styles.  More real world examples and clarification of several points around learner center problems. ","Nothing! ",Somewhat Agree,,Somewhat Agree,
2019-06-19 20:48:53,2019-06-19 20:55:33,IP Address,67.134.206.35,100,400,True,2019-06-19 20:55:34,R_1q9731jPeaEY7pN,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,Neutral,Neutral,"The review of the norms and revisiting equity integration questions was helpful. ","I didn't feel too comfortable discussing about race, due to the fact that I felt that we really didn't have much time plus there's a lot of different aspects that goes into discussing race.","Moderately
Satisfied",It was nice to here what other schools were tackling and how the different suggestions they had to offer my school.,Maybe a little more time.,"Moderately
Satisfied",I like that we were able to continue working on our slides.,Nothing.,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",It was nice to get different perspective on what to look for when observing someone else classroom.,Maybe a powerpoint hand out to go with it would be helpful.,,,,,"Moderately
Satisfied","Moderately
Satisfied",It was nice to learn how some of our opinions may fall under the judgmental stage.,It was a little bit long with the talking and asking of questions from audience.,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:51:27,2019-06-19 20:55:36,IP Address,67.134.206.43,100,249,True,2019-06-19 20:55:36,R_3R7Vxi2fEjhEBcC,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Reviewing the norms was helpful.,,"Moderately
Satisfied",We were able to work through the entire protocol.,,"Completely
Satisfied",Our facilitator stepped in to support us.,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Looking at the student work and creating a chart with common noticings.,,,,,,"Completely
Satisfied","Completely
Satisfied",The energizer was great.,,Strongly Agree,It is important to give students what they need.,Strongly Agree,
2019-06-19 20:49:35,2019-06-19 20:55:46,IP Address,67.134.206.42,100,371,True,2019-06-19 20:55:47,R_3n6puFGZImadGIV,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Truly appreciated Kathy’s HONESTY and willingness to be vulnerable about the topic of equity.,,"Moderately
Satisfied",Exchange of ideas,"Facilitator seemed inexperienced, very nice though","Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Being able to simulate the process,Seemed to gloss over the equity aspect,,,,,"Completely
Satisfied","Completely
Satisfied",Very informative and interactive,,Neutral,,Somewhat Disagree,
2019-06-19 20:53:08,2019-06-19 20:55:51,IP Address,67.134.206.46,100,163,True,2019-06-19 20:55:52,R_T4SjSH4xC8UhkcN,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,"Completely
Satisfied",,,,,,,,,,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat Agree,,Somewhat Agree,
2019-06-19 20:54:27,2019-06-19 20:55:53,IP Address,67.134.206.39,100,86,True,2019-06-19 20:55:53,R_12Q0gakSOQS83DS,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,Participant,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,"Completely
Satisfied",,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,,Strongly Agree,
